CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,NOMTIPO,COBERTURA,GM,FACTOR_UNO,MUN_AFRO,PTOT,PTOT*,P3MAS,P3MAS*,PIND,PIND*,RESP,RESP*,PHLI,PHLI*,PADI,PADI*,PAFRO,PAFRO*,P3a17T,P3a17T*,P3a17I,P3a17I*,P3a17R,P3a17R*,P3a17HLI,P3a17HLI*,P3a17AI,P3a17AI*,P3a17AF,P3a17AF*,P3a5T,P3a5T*,P3a5I,P3a5I*,P3a5R,P3a5R*,P3a5HLI,P3a5HLI*,P3a5AI,P3a5AI*,P6a11T,P6a11T*,P6a11I,P6a11I*,P6a11R,P6a11R*,P6a11HLI,P6a11HLI*,P6a11AI,P6a11AI*,P12a14T,P12a14T*,P12a14I,P12a14I*,P12a14R,P12a14R*,P12a14HLI,P12a14HLI*,P12a14AI,P12a14AI*,P15a17T,P15a17T*,P15a17I,P15a17I*,P15a17R,P15a17R*,P15a17HLI,P15a17HLI*,P15a17AI,P15a17AI*,PA3a17T,PA3a17T*,PA3a17I,PA3a17I*,PA3a17R,PA3a17R*,PA3a17HLI,PA3a17HLI*,PA3a17AI,PA3a17AI*,PA3a5T,PA3a5T*,PA3a5I,PA3a5I*,PA3a5R,PA3a5R*,PA3a5HLI,PA3a5HLI*,PA3a5AI,PA3a5AI*,PA6a11T,PA6a11T*,PA6a11I,PA6a11I*,PA6a11R,PA6a11R*,PA6a11HLI,PA6a11HLI*,PA6a11AI,PA6a11AI*,PA12a14T,PA12a14T*,PA12a14I,PA12a14I*,PA12a14R,PA12a14R*,PA12a14HLI,PA12a14HLI*,PA12a14AI,PA12a14AI*,PA15a17T,PA15a17T*,PA15a17I,PA15a17I*,PA15a17R,PA15a17R*,PA15a17HLI,PA15a17HLI*,PA15a17AI,PA15a17AI*,PANALF_T,PANALF_T*,PANALF_I,PANALF_I*,PANALF_R,PANALF_R*,PANALF_HLI,PANALF_HLI*,PANALF_AI,PANALF_AI*,PANALF_AF,PANALF_AF*,PEB_20a29_T,PEB_20a29_T*,PEB_20a29_I,PEB_20a29_I*,PEB_20a29_R,PEB_20a29_R*,PEB_20a29_HLI,PEB_20a29_HLI*,PEB_20a29_AI,PEB_20a29_AI*,PEMS_20a29_T,PEMS_20a29_T*,PEMS_20a29_I,PEMS_20a29_I*,PEMS_20a29_R,PEMS_20a29_R*,PEMS_20a29_HLI,PEMS_20a29_HLI*,PEMS_20a29_AI,PEMS_20a29_AI*,P_P,P_PE,P_PM,P_VC,P_VI,P_NP
19,049,Nuevo León,Santiago,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,42407,,40511,,1560,,40847,,910,*,1396,,n.a.,,10213,,466,*,9747,,111,*,291,*,n.a.,,1949,,n.a.,,n.a.,,n.a.,,n.a.,,3812,,n.a.,,n.a.,,n.a.,,n.a.,,2205,,n.a.,,n.a.,,n.a.,,n.a.,,2247,,n.a.,,n.a.,,n.a.,,n.a.,,8680,,n.a.,,n.a.,,n.a.,,n.a.,,1206,,n.a.,,n.a.,,n.a.,,n.a.,,3765,,n.a.,,n.a.,,n.a.,,n.a.,,2123,,n.a.,,n.a.,,n.a.,,n.a.,,1586,,n.a.,,n.a.,,n.a.,,n.a.,,661,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,5678,,n.a.,,n.a.,,n.a.,,n.a.,,3232,,n.a.,,n.a.,,n.a.,,n.a.,,7735,390,7344,12401,3747,16766
19,050,Nuevo León,Vallecillo,Municipio con población indígena dispera,Municipio censado,Bajo,0,0,1632,,1565,,1,*,1631,,1,*,377,,n.a.,,377,,0,,377,,0,,87,*,n.a.,,69,,n.a.,,n.a.,,n.a.,,n.a.,,154,,n.a.,,n.a.,,n.a.,,n.a.,,77,,n.a.,,n.a.,,n.a.,,n.a.,,77,,n.a.,,n.a.,,n.a.,,n.a.,,326,,n.a.,,n.a.,,n.a.,,n.a.,,47,*,n.a.,,n.a.,,n.a.,,n.a.,,154,,n.a.,,n.a.,,n.a.,,n.a.,,73,,n.a.,,n.a.,,n.a.,,n.a.,,52,*,n.a.,,n.a.,,n.a.,,n.a.,,62,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,158,,n.a.,,n.a.,,n.a.,,n.a.,,56,*,n.a.,,n.a.,,n.a.,,n.a.,,549,52,497,876,51,155
19,051,Nuevo León,Villaldama,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,4080,,3905,,5,*,4075,,3,*,302,*,n.a.,,991,,1,*,990,,1,*,46,*,n.a.,,151,,n.a.,,n.a.,,n.a.,,n.a.,,393,,n.a.,,n.a.,,n.a.,,n.a.,,256,,n.a.,,n.a.,,n.a.,,n.a.,,191,,n.a.,,n.a.,,n.a.,,n.a.,,899,,n.a.,,n.a.,,n.a.,,n.a.,,120,,n.a.,,n.a.,,n.a.,,n.a.,,386,,n.a.,,n.a.,,n.a.,,n.a.,,242,,n.a.,,n.a.,,n.a.,,n.a.,,151,,n.a.,,n.a.,,n.a.,,n.a.,,115,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,423,,n.a.,,n.a.,,n.a.,,n.a.,,204,*,n.a.,,n.a.,,n.a.,,n.a.,,1377,63,1314,1632,327,745
20,000,Oaxaca,Total estatal,,,,,,3967889,,3750461,,1734658,,2233231,,1205886,,2607917,,196213,,1181160,,547556,,633604,,317176,,781840,,57660,,231691,,104322,,127369,,51979,,150876,,479388,,222939,,256449,,128088,,317510,,244409,,116052,,128357,,71426,,164071,,225672,,104243,,121429,,65683,,149383,,996162,,458184,,537978,,258810,,664562,,159443,,70352,,89091,,33734,,104857,,461666,,217480,,244186,,124622,,310834,,223175,,105375,,117800,,63493,,151142,,151878,,64977,,86901,,36961,,97729,,371944,,253234,,118710,,239259,,303864,,19069,,447425,,163944,,283481,,101054,,274771,,245826,,78365,,167461,,40878,,137450,,2737784,997061,1740723,806988,106180,368869
20,001,Oaxaca,Abejones,Municipio indígena,Municipio censado,Alto,1,1,882,,840,,881,,1,,819,,855,,72,,319,,319,,0,,303,,310,,23,,51,,51,,0,,46,,50,,122,,122,,0,,117,,117,,66,,66,,0,,63,,65,,80,,80,,0,,77,,78,,301,,301,,n.a.,,286,,293,,44,,44,,n.a.,,40,,43,,121,,121,,n.a.,,116,,116,,65,,65,,n.a.,,62,,64,,71,,71,,n.a.,,68,,70,,129,,128,,1,,128,,122,,13,,79,,79,,n.a.,,78,,76,,37,,37,,n.a.,,36,,36,,864,451,413,44,2,1
20,002,Oaxaca,Acatlán de Pérez Figueroa,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,45883,,43468,,9326,,36557,,4911,,25382,,n.a.,,13170,,2740,,10430,,764,,7198,,n.a.,,2639,,519,,2120,,90,*,1492,,5126,,1085,,4041,,324,*,2776,,2683,,565,,2118,,167,*,1413,,2722,,571,,2151,,183,*,1517,,11114,,2266,,8848,,628,,5963,,1699,,286,*,1413,,48,*,926,,4988,,1061,,3927,,313,,2717,,2480,,514,,1966,,149,,1298,,1947,,405,,1542,,118,*,1022,,4686,,1680,,3006,,1397,,3068,,n.a.,,4916,,851,,4065,,349,*,2621,,2614,,450,*,2164,,159,*,1353,,24897,7179,17718,7456,1724,3159
20,003,Oaxaca,Asunción Cacalotepec,Municipio indígena,Municipio censado,Alto,1,1,2027,,1931,,2027,,0,,1891,,2018,,4,,544,,544,,0,,516,,543,,1,,103,,103,,0,,97,,102,,234,,234,,0,,220,,234,,97,,97,,0,,92,,97,,110,,110,,0,,107,,110,,470,,470,,n.a.,,444,,469,,73,,73,,n.a.,,68,,72,,230,,230,,n.a.,,217,,230,,94,,94,,n.a.,,89,,94,,73,,73,,n.a.,,70,,73,,377,,377,,n.a.,,377,,376,,2,,178,,178,,n.a.,,175,,177,,62,,62,,n.a.,,59,,61,,1977,750,1227,86,17,7
20,004,Oaxaca,Asunción Cuyotepeji,Municipio con población indígena dispera,Municipio censado,Medio,1,1,930,,876,,11,,919,,2,,578,,44,,272,,8,,264,,0,,160,,14,,40,,n.a.,,n.a.,,n.a.,,n.a.,,109,,n.a.,,n.a.,,n.a.,,n.a.,,69,,n.a.,,n.a.,,n.a.,,n.a.,,54,,n.a.,,n.a.,,n.a.,,n.a.,,253,,n.a.,,n.a.,,n.a.,,n.a.,,37,,n.a.,,n.a.,,n.a.,,n.a.,,109,,n.a.,,n.a.,,n.a.,,n.a.,,68,,n.a.,,n.a.,,n.a.,,n.a.,,39,,n.a.,,n.a.,,n.a.,,n.a.,,58,,n.a.,,n.a.,,n.a.,,n.a.,,4,,104,,n.a.,,n.a.,,n.a.,,n.a.,,48,,n.a.,,n.a.,,n.a.,,n.a.,,691,219,472,210,18,41
20,005,Oaxaca,Asunción Ixtaltepec,Municipio indígena,Municipio muestreado,Bajo,0,0,15105,,14488,,10995,,4110,,6608,,11397,,n.a.,,3403,,2199,,1204,,285,*,2368,,n.a.,,614,,390,,224,*,20,*,434,,1388,,883,,505,,113,*,923,,773,,490,,283,*,78,*,562,,628,,436,,192,*,74,*,449,,3195,,2086,,1109,,259,,2210,,521,,341,,180,,14,*,376,,1365,,871,,494,,111,,901,,751,,473,,278,,75,,540,,558,,401,,157,,59,*,393,,1635,,1352,,283,*,1183,,1427,,n.a.,,1741,,1273,,468,,491,,1214,,1160,,897,,263,*,338,,756,,6946,1503,5443,2672,817,2588
20,006,Oaxaca,Asunción Nochixtlán,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,18525,,17475,,4481,,14044,,2002,,13342,,n.a.,,5809,,1370,,4439,,174,*,4048,,n.a.,,1135,,n.a.,,n.a.,,n.a.,,n.a.,,2297,,n.a.,,n.a.,,n.a.,,n.a.,,1243,,n.a.,,n.a.,,n.a.,,n.a.,,1134,,n.a.,,n.a.,,n.a.,,n.a.,,5331,,n.a.,,n.a.,,n.a.,,n.a.,,925,,n.a.,,n.a.,,n.a.,,n.a.,,2280,,n.a.,,n.a.,,n.a.,,n.a.,,1211,,n.a.,,n.a.,,n.a.,,n.a.,,915,,n.a.,,n.a.,,n.a.,,n.a.,,824,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2264,,n.a.,,n.a.,,n.a.,,n.a.,,1115,,n.a.,,n.a.,,n.a.,,n.a.,,11143,1933,9209,4381,407,1211
20,007,Oaxaca,Asunción Ocotlán,Municipio indígena,Municipio censado,Muy alto,0,0,2550,,2432,,2535,,15,*,2105,,2405,,n.a.,,568,,564,,4,*,323,,511,,n.a.,,123,,122,,1,*,39,*,106,,204,,202,,2,*,100,*,179,,135,,135,,0,,95,,127,,106,,105,,1,*,89,,99,,453,,449,,4,,257,,407,,75,*,74,*,1,,27,*,64,*,201,,199,,2,,100,,176,,120,,120,,n.a.,,84,,115,,57,*,56,*,1,,46,*,52,*,675,,674,,1,*,661,,654,,n.a.,,181,,178,,3,*,162,,171,,59,*,58,*,1,*,48,*,55,*,2553,1715,839,73,0,3
20,008,Oaxaca,Asunción Tlacolulita,Municipio con población indígena dispera,Municipio censado,Medio,1,1,758,,728,,174,,584,,87,,721,,2,,182,,18,,164,,1,,170,,0,,41,,n.a.,,n.a.,,n.a.,,n.a.,,72,,n.a.,,n.a.,,n.a.,,n.a.,,42,,n.a.,,n.a.,,n.a.,,n.a.,,27,,n.a.,,n.a.,,n.a.,,n.a.,,170,,n.a.,,n.a.,,n.a.,,n.a.,,36,,n.a.,,n.a.,,n.a.,,n.a.,,70,,n.a.,,n.a.,,n.a.,,n.a.,,42,,n.a.,,n.a.,,n.a.,,n.a.,,22,,n.a.,,n.a.,,n.a.,,n.a.,,65,,n.a.,,n.a.,,n.a.,,n.a.,,1,,69,,n.a.,,n.a.,,n.a.,,n.a.,,44,,n.a.,,n.a.,,n.a.,,n.a.,,622,168,454,139,6,15
20,009,Oaxaca,Ayotzintepec,Municipio indígena,Municipio muestreado,Alto,0,0,7102,,6647,,6229,,873,,4175,,6319,,n.a.,,2242,,1991,,251,*,1064,,1949,,n.a.,,478,,415,,63,*,191,,413,,840,,723,,117,*,412,,743,,476,,437,,39,*,245,,405,,448,,416,,32,*,216,,388,,1870,,1642,,228,,883,,1623,,335,,284,,51,*,139,,292,,824,,711,,113,,407,,727,,443,,404,,39,,223,,374,,268,,243,,25,*,114,*,230,,731,,709,,22,*,663,,696,,n.a.,,714,,559,,155,,301,,619,,258,*,196,*,62,*,62,*,234,*,7018,4382,2636,255,27,24
20,010,Oaxaca,El Barrio de la Soledad,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,14277,,13610,,1921,,12356,,672,,7249,,n.a.,,3446,,460,*,2986,,12,*,1627,,n.a.,,695,,n.a.,,n.a.,,n.a.,,n.a.,,1424,,n.a.,,n.a.,,n.a.,,n.a.,,700,,n.a.,,n.a.,,n.a.,,n.a.,,627,,n.a.,,n.a.,,n.a.,,n.a.,,3204,,n.a.,,n.a.,,n.a.,,n.a.,,603,,n.a.,,n.a.,,n.a.,,n.a.,,1408,,n.a.,,n.a.,,n.a.,,n.a.,,680,,n.a.,,n.a.,,n.a.,,n.a.,,513,,n.a.,,n.a.,,n.a.,,n.a.,,748,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1702,,n.a.,,n.a.,,n.a.,,n.a.,,1205,,n.a.,,n.a.,,n.a.,,n.a.,,4629,810,3819,3580,781,2342
20,011,Oaxaca,Calihualá,Municipio indígena,Municipio censado,Alto,1,1,1182,,1104,,562,,620,,467,,832,,25,,377,,206,,171,,181,,284,,6,,77,,41,,36,,35,,59,,143,,72,,71,,66,,101,,79,,46,,33,,38,,60,,78,,47,,31,,42,,64,,296,,153,,143,,133,,217,,52,,28,,24,,25,,39,,140,,70,,70,,64,,99,,67,,35,,32,,28,,49,,37,,20,,17,,16,,30,,203,,142,,61,,138,,171,,2,,69,,17,,52,,14,,48,,18,,2,,16,,2,,11,,1073,621,452,101,26,19
20,012,Oaxaca,Candelaria Loxicha,Municipio indígena,Municipio censado,Muy alto,0,0,10497,,9726,,8228,,2269,,6176,,8832,,n.a.,,4029,,3330,,699,,2466,,3401,,n.a.,,827,,711,,116,*,470,,719,,1584,,1299,,285,,970,,1323,,881,,727,,154,*,555,,738,,737,,593,,144,*,471,,621,,3070,,2486,,584,,1842,,2563,,366,,288,,78,*,178,,303,,1506,,1230,,276,,914,,1255,,787,,651,,136,,500,,664,,411,,317,,94,,250,,341,,1514,,1343,,171,*,1256,,1390,,n.a.,,778,,546,,232,,426,,623,,248,,129,*,119,*,85,*,172,*,9500,5715,3784,1154,49,119
20,013,Oaxaca,Ciénega de Zimatlán,Municipio con población indígena dispera,Municipio censado,Medio,0,0,2953,,2825,,34,*,2919,,17,*,558,,n.a.,,706,,8,*,698,,2,*,138,*,n.a.,,155,,n.a.,,n.a.,,n.a.,,n.a.,,282,,n.a.,,n.a.,,n.a.,,n.a.,,137,,n.a.,,n.a.,,n.a.,,n.a.,,132,,n.a.,,n.a.,,n.a.,,n.a.,,599,,n.a.,,n.a.,,n.a.,,n.a.,,85,*,n.a.,,n.a.,,n.a.,,n.a.,,280,,n.a.,,n.a.,,n.a.,,n.a.,,129,,n.a.,,n.a.,,n.a.,,n.a.,,105,,n.a.,,n.a.,,n.a.,,n.a.,,196,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,318,,n.a.,,n.a.,,n.a.,,n.a.,,183,,n.a.,,n.a.,,n.a.,,n.a.,,2516,615,1901,397,61,70
20,014,Oaxaca,Ciudad Ixtepec,Municipio indígena,Municipio muestreado,Bajo,0,0,28637,,27378,,13159,,15478,,5763,,19267,,n.a.,,7270,,2847,,4423,,107,*,4588,,n.a.,,1376,,492,*,884,,12,*,867,,2780,,1129,,1651,,31,*,1758,,1577,,617,,960,,28,*,997,,1537,,609,,928,,36,*,966,,6924,,2727,,4197,,98,,4396,,1213,,444,,769,,9,*,779,,2757,,1117,,1640,,31,,1743,,1565,,608,,957,,28,,994,,1389,,558,,831,,30,*,880,,1597,,1151,,446,*,985,,1326,,n.a.,,3708,,1477,,2231,,242,,2412,,2613,,1045,,1568,,117,*,1681,,14719,1834,12886,7325,2593,7672
20,015,Oaxaca,Coatecas Altas,Municipio indígena,Municipio censado,Muy alto,0,1,4823,,4507,,3117,,1706,,2689,,3737,,530,,1608,,1030,,578,,889,,1243,,156,*,274,,168,,106,,119,,215,,665,,421,,244,,357,,516,,363,,241,,122,,223,,283,,306,,200,,106,,190,,229,,1210,,756,,454,,649,,933,,135,,69,*,66,*,42,*,104,*,635,,398,,237,,337,,491,,305,,197,,108,,183,,233,,135,*,92,*,43,*,87,*,105,*,1156,,823,,333,,811,,929,,144,*,197,,80,*,117,*,66,*,127,*,26,*,23,*,3,*,19,*,26,*,4842,2755,2087,123,2,6
20,016,Oaxaca,Coicoyán de las Flores,Municipio indígena,Municipio censado,Muy alto,1,1,9936,,9162,,9927,,9,,8964,,9775,,49,,4378,,4376,,2,,4238,,4311,,9,,864,,863,,1,,823,,851,,1862,,1861,,1,,1800,,1831,,860,,860,,0,,837,,848,,792,,792,,0,,778,,781,,3122,,3121,,1,,3023,,3077,,397,,397,,n.a.,,381,,392,,1725,,1724,,1,,1666,,1695,,704,,704,,n.a.,,686,,698,,296,,296,,n.a.,,290,,292,,2694,,2692,,2,,2676,,2674,,22,,279,,277,,2,,269,,278,,37,,37,,n.a.,,34,,36,,10183,8492,1691,62,0,1
20,017,Oaxaca,La Compañía,Municipio con población indígena dispera,Municipio censado,Alto,1,1,3365,,3167,,47,,3318,,13,,1862,,218,,967,,18,,949,,2,,522,,62,,197,,n.a.,,n.a.,,n.a.,,n.a.,,360,,n.a.,,n.a.,,n.a.,,n.a.,,197,,n.a.,,n.a.,,n.a.,,n.a.,,213,,n.a.,,n.a.,,n.a.,,n.a.,,768,,n.a.,,n.a.,,n.a.,,n.a.,,126,,n.a.,,n.a.,,n.a.,,n.a.,,353,,n.a.,,n.a.,,n.a.,,n.a.,,182,,n.a.,,n.a.,,n.a.,,n.a.,,107,,n.a.,,n.a.,,n.a.,,n.a.,,526,,n.a.,,n.a.,,n.a.,,n.a.,,42,,254,,n.a.,,n.a.,,n.a.,,n.a.,,41,,n.a.,,n.a.,,n.a.,,n.a.,,3228,1603,1625,235,2,5
20,018,Oaxaca,Concepción Buenavista,Municipio con población indígena dispera,Municipio censado,Alto,1,0,803,,761,,4,,799,,1,,506,,n.a.,,236,,2,,234,,0,,158,,n.a.,,48,,n.a.,,n.a.,,n.a.,,n.a.,,97,,n.a.,,n.a.,,n.a.,,n.a.,,51,,n.a.,,n.a.,,n.a.,,n.a.,,40,,n.a.,,n.a.,,n.a.,,n.a.,,209,,n.a.,,n.a.,,n.a.,,n.a.,,43,,n.a.,,n.a.,,n.a.,,n.a.,,96,,n.a.,,n.a.,,n.a.,,n.a.,,48,,n.a.,,n.a.,,n.a.,,n.a.,,22,,n.a.,,n.a.,,n.a.,,n.a.,,46,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,67,,n.a.,,n.a.,,n.a.,,n.a.,,20,,n.a.,,n.a.,,n.a.,,n.a.,,763,274,489,59,3,3
20,019,Oaxaca,Concepción Pápalo,Municipio indígena,Municipio censado,Alto,1,1,2934,,2796,,2073,,861,,1138,,2707,,124,,840,,538,,302,,42,,735,,31,,154,,91,,63,,5,,130,,364,,225,,139,,18,,313,,193,,132,,61,,11,,172,,129,,90,,39,,8,,120,,745,,472,,273,,36,,653,,131,,75,,56,,5,,113,,362,,224,,138,,18,,311,,181,,122,,59,,9,,160,,71,,51,,20,,4,,69,,392,,362,,30,,323,,374,,21,,206,,126,,80,,37,,190,,58,,25,,33,,4,,51,,2896,1052,1844,106,14,11
20,020,Oaxaca,Constancia del Rosario,Municipio indígena,Municipio censado,Muy alto,1,1,3947,,3667,,2698,,1249,,2236,,2702,,5,,1584,,1214,,370,,1069,,1149,,1,,272,,193,,79,,150,,187,,668,,523,,145,,464,,505,,342,,263,,79,,244,,250,,302,,235,,67,,211,,207,,1319,,995,,324,,883,,952,,181,,118,,63,,91,,122,,637,,498,,139,,443,,480,,303,,228,,75,,210,,218,,198,,151,,47,,139,,132,,684,,604,,80,,584,,544,,3,,327,,163,,164,,133,,198,,170,,71,,99,,56,,89,,3442,2076,1366,497,17,109
20,021,Oaxaca,Cosolapa,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,15866,,15001,,1605,,14261,,633,,10770,,n.a.,,4384,,471,,3913,,65,*,3030,,n.a.,,774,,n.a.,,n.a.,,n.a.,,n.a.,,1694,,n.a.,,n.a.,,n.a.,,n.a.,,977,,n.a.,,n.a.,,n.a.,,n.a.,,939,,n.a.,,n.a.,,n.a.,,n.a.,,3794,,n.a.,,n.a.,,n.a.,,n.a.,,462,,n.a.,,n.a.,,n.a.,,n.a.,,1673,,n.a.,,n.a.,,n.a.,,n.a.,,937,,n.a.,,n.a.,,n.a.,,n.a.,,722,,n.a.,,n.a.,,n.a.,,n.a.,,1290,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2043,,n.a.,,n.a.,,n.a.,,n.a.,,1206,,n.a.,,n.a.,,n.a.,,n.a.,,9036,2125,6910,3812,697,1613
20,022,Oaxaca,Cosoltepec,Municipio indígena,Municipio censado,Alto,1,0,716,,696,,300,,416,,160,,589,,n.a.,,122,,34,,88,,0,,89,,n.a.,,28,,5,,23,,0,,20,,41,,11,,30,,0,,28,,41,,14,,27,,0,,31,,12,,4,,8,,0,,10,,115,,33,,82,,n.a.,,83,,23,,5,,18,,n.a.,,15,,41,,11,,30,,n.a.,,28,,41,,14,,27,,n.a.,,31,,10,,3,,7,,n.a.,,9,,39,,17,,22,,10,,34,,n.a.,,53,,14,,39,,n.a.,,39,,16,,6,,10,,n.a.,,9,,651,232,419,29,43,14
20,023,Oaxaca,Cuilápam de Guerrero,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,21597,,20415,,2961,,18636,,1202,,9248,,n.a.,,6228,,1009,,5219,,115,*,2647,,n.a.,,1256,,n.a.,,n.a.,,n.a.,,n.a.,,2523,,n.a.,,n.a.,,n.a.,,n.a.,,1261,,n.a.,,n.a.,,n.a.,,n.a.,,1188,,n.a.,,n.a.,,n.a.,,n.a.,,5443,,n.a.,,n.a.,,n.a.,,n.a.,,840,,n.a.,,n.a.,,n.a.,,n.a.,,2494,,n.a.,,n.a.,,n.a.,,n.a.,,1207,,n.a.,,n.a.,,n.a.,,n.a.,,902,,n.a.,,n.a.,,n.a.,,n.a.,,769,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2930,,n.a.,,n.a.,,n.a.,,n.a.,,1679,,n.a.,,n.a.,,n.a.,,n.a.,,15273,2753,12520,7854,758,2113
20,024,Oaxaca,Cuyamecalco Villa de Zaragoza,Municipio indígena,Municipio censado,Muy alto,0,0,3643,,3461,,1655,,1988,,762,,3342,,n.a.,,1155,,428,,727,,46,*,1056,,n.a.,,223,,73,*,150,,2,*,207,,490,,165,,325,,18,*,443,,247,,108,*,139,,12,*,227,,195,,82,*,113,,14,*,179,,922,,327,,595,,27,*,840,,153,,48,*,105,,2,,140,,468,,161,,307,,17,,422,,206,,84,,122,,7,*,190,,95,*,34,*,61,*,1,*,88,*,775,,575,,200,*,468,,717,,n.a.,,205,,63,*,142,,7,*,184,,84,*,22,*,62,*,3,*,76,*,3559,2185,1373,194,2,3
20,025,Oaxaca,Chahuites,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,11413,,10753,,1413,,10000,,519,,2032,,n.a.,,3322,,364,*,2958,,22,*,572,,n.a.,,650,,n.a.,,n.a.,,n.a.,,n.a.,,1413,,n.a.,,n.a.,,n.a.,,n.a.,,691,,n.a.,,n.a.,,n.a.,,n.a.,,568,,n.a.,,n.a.,,n.a.,,n.a.,,2819,,n.a.,,n.a.,,n.a.,,n.a.,,486,,n.a.,,n.a.,,n.a.,,n.a.,,1347,,n.a.,,n.a.,,n.a.,,n.a.,,619,,n.a.,,n.a.,,n.a.,,n.a.,,367,,n.a.,,n.a.,,n.a.,,n.a.,,1029,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1067,,n.a.,,n.a.,,n.a.,,n.a.,,582,,n.a.,,n.a.,,n.a.,,n.a.,,8928,2251,6676,2504,139,343
20,026,Oaxaca,Chalcatongo de Hidalgo,Municipio indígena,Municipio muestreado,Alto,0,0,9066,,8623,,6365,,2701,,3371,,7989,,n.a.,,2696,,1850,,846,,348,,2327,,n.a.,,470,,310,,160,*,26,*,400,,1089,,756,,333,*,150,*,948,,596,,431,,165,*,88,*,512,,541,,353,,188,*,84,*,467,,2428,,1688,,740,,333,,2092,,362,,244,,118,*,25,,314,,1080,,749,,331,,150,,939,,577,,422,,155,,88,,493,,409,,273,,136,*,70,,346,,693,,606,,87,*,547,,653,,n.a.,,1107,,736,,371,,291,,945,,553,,371,,182,*,138,*,441,,7820,3234,4586,1246,67,210
20,027,Oaxaca,Chiquihuitlán de Benito Juárez,Municipio indígena,Municipio censado,Muy alto,0,0,2251,,2162,,1898,,353,,1310,,2156,,n.a.,,620,,497,,123,*,138,*,582,,n.a.,,109,,73,,36,*,13,*,103,,256,,202,,54,*,45,*,235,,146,,127,,19,*,42,*,137,,109,,95,,14,*,38,*,107,,559,,449,,110,,120,,525,,94,,61,,33,,10,*,90,,253,,199,,54,,45,,232,,140,,123,,17,,39,,131,,72,*,66,*,6,*,26,*,72,*,588,,539,,49,*,522,,574,,n.a.,,121,,97,*,24,*,58,*,118,*,49,*,37,*,12,*,24,*,48,*,2085,981,1105,211,5,18
20,028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,20915,,19620,,1037,,19878,,477,*,8339,,n.a.,,6026,,344,*,5682,,43,*,2280,,n.a.,,1284,,n.a.,,n.a.,,n.a.,,n.a.,,2301,,n.a.,,n.a.,,n.a.,,n.a.,,1217,,n.a.,,n.a.,,n.a.,,n.a.,,1224,,n.a.,,n.a.,,n.a.,,n.a.,,4748,,n.a.,,n.a.,,n.a.,,n.a.,,838,,n.a.,,n.a.,,n.a.,,n.a.,,2193,,n.a.,,n.a.,,n.a.,,n.a.,,1071,,n.a.,,n.a.,,n.a.,,n.a.,,646,,n.a.,,n.a.,,n.a.,,n.a.,,2288,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1878,,n.a.,,n.a.,,n.a.,,n.a.,,702,,n.a.,,n.a.,,n.a.,,n.a.,,12046,2639,9408,3705,162,327
20,029,Oaxaca,Eloxochitlán de Flores Magón,Municipio indígena,Municipio censado,Muy alto,1,1,4135,,3892,,4098,,37,,3513,,4069,,7,,1502,,1494,,8,,1236,,1475,,2,,307,,304,,3,,224,,299,,659,,658,,1,,551,,652,,285,,282,,3,,234,,281,,251,,250,,1,,227,,243,,1196,,1189,,7,,980,,1176,,164,,162,,2,,119,,158,,637,,636,,1,,533,,631,,242,,239,,3,,196,,238,,153,,152,,1,,132,,149,,948,,947,,1,,940,,944,,1,,198,,193,,5,,164,,196,,105,,100,,5,,80,,104,,4031,2630,1402,167,17,48
20,030,Oaxaca,El Espinal,Municipio indígena,Municipio muestreado,Muy bajo,0,0,8575,,8222,,6041,,2534,,2930,,5395,,n.a.,,1866,,1137,,729,,39,*,966,,n.a.,,398,,238,,160,*,4,*,207,*,737,,434,,303,,13,*,363,,373,,227,,146,*,10,*,207,,358,,238,,120,*,12,*,189,*,1774,,1082,,692,,33,*,938,,362,,212,,150,,2,*,200,,734,,434,,300,,13,,362,,361,,225,,136,,10,,203,,317,,211,,106,,8,*,173,,476,,382,*,94,*,326,*,366,*,n.a.,,1096,,747,,349,,121,,637,,867,,609,,258,,97,*,501,,3021,341,2680,2211,757,2835
